4;-6;6;749
+3.957657E-03;+7.319033E-01;-
+8.006379E-00;-3.367638E-01;+
-1.680096E-05;-1.089246E+02;-
+5.394826E+00;-2.515231E-03;+
+6.491706E+05;-4.779163E+05;-
+4.971631E+02;-2.353756E+00;+
-5.088394E+00;-5.256181E+01;-
+6.177334E+00;+8.919769E-03;+
-4.656006E-00;+6.966665E+02;+
-2.642624E-01;-5.717377E-04;+
+4.577380E-05;+3.525658E+03;-
+2.953919E+02;-4.421547E+03;-
-4.962009E+02;+2.626132E-00;-
+5.865212E+05;-8.693590E+05;+
-1.836094E+02;+6.226018E+04;+
+1.187624E+05;-1.209831E+04;+
+4.865013E+00;-3.890673E-00;-
+2.902243E+02;+8.921419E-03;-
+8.004854E+03;+4.535120E-01;-
+1.134433E-05;+4.800470E-04;-
+4.437195E-05;-4.259134E+04;-
+6.856913E+00;+8.043249E-04;+
-8.757367E-04;-7.183140E+01;-
+6.740152E+01;+5.352557E+05;-
-1.121560E+04;-6.960605E+04;-
-4.391496E-05;+2.375660E+04;+
+8.345897E-04;-7.658863E-01;+
+6.723964E+01;-3.100990E-04;+
+2.106485E-04;-2.800163E+05;-
-1.359548E-02;+5.449622E-02;-
+7.412067E-05;+8.794302E-05;+
+4.396943E+02;+3.333763E-01;+
+4.863766E-02;-8.292964E-00;-
-4.211725E+03;+1.318016E-02;-
+8.162175E-00;-2.062513E+04;+
-1.586401E-04;+4.361434E-05;+
+6.006169E+00;-5.650626E-03;+
-1.917085E+03;+7.851997E+02;+
+3.039516E+02;-7.250518E-02;+
+8.544881E+02;-1.865012E+04;+
+3.286820E-04;-5.004495E+04;+
+7.052623E-05;-7.575981E-01;+
-2.748288E-01;+5.342734E-01;-
+1.699621E-04;-7.873685E-01;+
+6.179663E+04;+5.299756E-03;+
+2.465656E-02;-7.204646E-04;-
+2.595282E-00;-6.940296E-04;-
-4.008802E+03;+1.791035E+02;-
-4.153306E+03;+4.693719E+02;-
+1.854265E-01;+3.277208E-01;+
+6.686660E+05;+8.317134E+03;-
+5.449191E-01;-2.945983E-01;-
-3.438799E-02;+2.728478E+03;+
+4.997424E+04;+8.496246E+04;+
-8.403634E-00;-7.610421E+03;-
+6.462097E-03;+1.199662E+00;+
-5.566077E-05;-2.077242E-02;+
+1.115470E+03;-5.892561E-01;-
-4.579528E+03;-4.707645E-04;-
+2.683785E+02;+2.185885E-01;+
-8.363537E-04;-5.546417E+01;-
+6.070589E+04;+2.683118E+04;-
-3.589660E+01;+2.113569E+05;-
+8.342444E+02;-3.477417E+00;+
-6.175220E+03;+4.930323E+00;-
-7.624051E-00;+4.766839E-02;+
+5.134504E+03;+5.311941E-03;-
+2.974981E+01;+1.531191E+01;+
+3.658800E-04;-5.756805E+02;+
-4.638816E+01;-2.297327E+00;-
-5.368582E-02;+8.457968E-01;+
+4.138064E+01;-7.552456E-04;-
+8.090548E-01;+4.425082E+01;+
-7.035789E+04;+8.349223E-05;+
-5.044356E+02;+8.556930E-04;+
-4.862377E+03;+4.637149E+03;-
+7.863216E-02;+2.108752E+02;+
+4.649668E-02;+1.993095E+01;-
-6.668072E-05;-7.529953E+05;+
-8.723445E-05;+2.430581E+04;-
+8.705644E-02;+7.624577E-04;-
-1.566254E-01;+1.762742E-00;-
+4.255591E-04;-5.612327E+02;-
+5.996711E-05;+6.987060E-02;+
-5.808819E-02;-3.638493E-03;+
-2.942910E-01;+6.740198E+05;-
+1.598817E-05;+2.581420E+04;-
+8.977775E+01;-1.595442E-04;-
+8.563803E+05;-8.401865E+01;+
-5.793500E+04;+1.533385E+05;+
+1.780932E+00;+5.078843E-00;-
-6.998860E-04;+3.798690E+02;-
+3.947225E-04;-6.632895E-05;+
+8.325345E-03;-2.170312E+03;-
+1.412178E+01;+2.860768E+04;-
-5.444669E-00;+4.064057E+02;+
-3.909829E+00;+2.512185E-00;-
+3.404290E+01;-1.220507E+04;+
+3.518976E-02;+6.660524E+00;+
+1.926299E-00;+5.740399E+05;-
+4.445072E-02;-1.886561E-03;+
+7.146806E-04;+3.578120E+02;+
-2.490586E+03;-3.879242E-04;-
-6.143130E+04;-3.963007E+01;+
+2.339209E-03;+1.058891E+04;-
+1.558461E-02;+2.030066E-00;+
-7.227939E-04;-6.235081E-01;+
+3.051633E-03;-7.472526E+04;-
+4.019682E-05;-1.467348E-04;-
+3.016605E-03;+8.921228E-02;-
-8.393096E-01;-7.375435E+04;-
+5.158119E-04;-8.549664E+04;+
+4.193659E+05;-8.844170E-04;-
-8.608235E-01;+5.162737E+00;-
-2.635009E+04;-2.929481E+01;-
-8.843893E-00;+2.866856E+03;+
-7.627790E-04;-5.552197E-00;-
+8.086006E+05;-8.649701E-05;-
-6.582192E-00;+6.892873E+01;+
+4.790341E-04;-4.575595E+00;+
+6.528187E-05;+4.748872E+00;-
+7.975763E-01;-4.428606E-01;-
-1.557545E+01;+1.548432E+02;+
+2.625013E+03;-6.912887E+04;+
+6.256006E+00;+8.237371E-05;+
-5.549027E+03;+3.023516E-02;-
+7.060639E-00;-1.794709E-04;+
-7.101820E-05;-1.042993E+05;+
+4.183332E-04;-8.020716E-05;+
-3.506280E+05;-3.858580E+00;+
-2.185407E+00;-2.780429E+02;-
+4.038788E+01;-4.967489E-01;-
-1.072295E+01;+5.198047E-03;-
+7.280457E+03;-1.159100E-02;-
-2.845473E+02;+8.076504E+03;+
-6.096670E+01;-7.702479E+04;-
+8.080953E-03;+7.053339E-04;+
-8.394006E+02;-3.085938E-05;+
+5.464165E+03;-2.173352E-05;-
-7.195039E-03;+4.371545E+02;+
+7.142782E-03;+8.094985E+04;+
-4.126196E+05;-8.540655E-01;+
-3.877992E+00;-8.582612E-05;-
-8.175952E+04;-4.349190E-04;+
+6.552891E+02;-6.029187E-01;+
+6.371708E-02;+2.369931E+02;+
+7.176389E+01;+3.769798E-02;+
+7.151694E-02;+3.228054E-00;-
-5.854371E+00;-7.996170E+05;-
-5.451672E-04;+4.268845E+04;+
+4.534251E+01;+7.339867E-01;+
+4.472423E+00;+6.624739E+02;+
-6.936893E+04;+1.813662E-05;-
+4.918897E-03;-2.528390E+00;+
+2.373795E+00;+8.001879E+04;-
+1.951196E-04;+5.202978E+03;+
-2.568478E-01;-5.071611E+03;+
-7.718638E-03;+3.424226E-00;+
+5.240889E+00;-8.248169E-01;-
-8.785131E+02;+1.179599E-02;-
-4.603253E+05;+2.444867E-01;-
-5.831874E+02;+3.240798E+01;+
-6.798056E+05;-6.710092E+02;-
+3.908264E-00;-6.246048E-01;-
-4.035058E+03;-6.810552E-01;-
-1.090695E-04;-4.271688E-04;-
-7.190900E-04;+6.012905E+00;+
-1.737009E-04;+2.713359E+00;-
-5.926298E-00;+7.431583E-05;-
-6.989222E+00;-2.847717E-02;-
+3.078312E+04;-6.315102E-01;+
-5.537639E+04;+7.463496E+04;+
+5.062740E-04;+6.831823E-02;-
-1.627511E+05;+1.431819E+02;-
-8.247992E-00;+5.929083E+03;-
+1.604547E+04;+6.080890E+01;+
+4.254179E-00;+8.797682E-01;-
+8.874000E+03;-5.662462E+05;-
+5.232132E+01;-7.572718E-02;+
+5.106334E-03;+8.167211E-00;+
-1.583440E-03;-4.941580E+05;-
-5.570976E+00;-2.419655E-04;-
-1.343354E+01;+8.968570E+04;-
+5.968931E+05;+4.526494E-04;-
-1.664070E-02;+8.075935E-00;+
-3.384519E-01;+1.971918E-01;+
-6.130834E-02;-5.077775E+05;-
+3.934133E+00;+2.380860E-03;-
-8.829559E+02;-2.853288E+03;+
+7.380096E-03;-8.790713E-05;+
+5.431117E-05;-8.398077E+02;-
+6.929732E+05;+6.447158E+02;+
+5.524716E-03;-7.289308E-04;+
-6.764444E+05;-6.375323E+03;+
-1.164804E+04;+8.479131E-05;-
-5.333987E+00;+1.487777E-00;+
+6.106055E+01;+2.052906E+03;+
+1.055202E-05;+2.075839E+04;-
+8.836021E+03;-6.196137E+05;+
+4.037181E-01;-5.341684E-01;-
-6.632752E-05;+7.048086E+05;-
+2.246441E-01;-8.767408E-02;+
+4.607395E+01;+7.470083E-02;-
-6.761745E+04;+4.402657E-01;-
-8.889353E+00;+1.332756E-05;+
-7.556624E-01;-4.079278E+00;-
-2.428230E-00;-4.251206E-04;-
+1.567411E-00;+7.294641E+01;+
-3.792816E+01;+3.580115E-01;+
-5.643448E+05;-1.669865E+01;-
-7.444810E-05;-7.784486E+01;-
+7.107923E-01;-2.548578E-01;-
+8.018579E+00;+5.212351E+02;+
+1.773927E+00;+2.867966E-01;-
-3.899353E+05;-2.389364E-02;+
-8.209996E+04;+2.668811E+00;-
+3.665677E+04;-7.285150E-03;-
+8.854124E+00;+3.968138E+03;-
-6.083797E-05;-3.783988E-01;-
+6.595816E-05;-7.769588E-03;-
-1.828948E+05;-7.671309E+02;-
-4.476810E-02;-5.868447E-02;-
-2.220618E-03;-2.676006E+03;+
-7.584851E-02;+7.438236E+02;-
+8.823012E+04;+6.572121E+05;-
+6.454383E-00;-8.575767E+00;-
-3.030731E-05;+5.498745E-02;-
-7.910639E-02;-8.908262E+05;+
-2.382910E+00;+8.625519E+05;-
-3.298652E-02;+7.908427E-02;+
+5.616049E-02;-4.212641E-02;+
-1.704997E+05;-7.331464E+00;-
+7.770464E-01;-3.482154E-04;-
-2.219893E+03;-6.000462E+03;-
-2.576358E-04;+2.134710E-01;+
+8.027204E-03;+1.579023E+01;-
-4.333882E+02;+7.067459E+03;-
-2.003286E+02;+8.397805E-03;-
+4.574833E-02;+8.099982E-02;-
-2.217502E+02;+8.892932E+04;+
-7.081544E-04;+8.621892E+00;+
+2.740788E+03;+7.514951E+04;-
-6.552551E+01;+3.306528E-04;+
-3.700843E-00;+8.248131E+02;+
+1.930250E+02;-1.736672E-01;-
-3.272126E+01;+3.846438E-01;-
-8.086071E-05;+8.867708E+05;-
+8.262727E-04;-3.376989E+03;+
-6.561911E-01;+7.984101E-03;+
+6.673191E+01;+7.530297E-04;+
-3.296869E-05;+5.343427E-00;+
-4.399516E+04;-6.743774E+05;-
-8.315934E-03;+4.842546E-03;+
+4.218432E+05;-5.883995E-01;+
+2.968503E+01;+4.462424E-05;+
-6.995254E-02;+7.453242E-00;+
-7.499702E-02;+5.681991E+05;-
+2.741525E-00;-6.537409E+02;-
-4.431186E-04;+2.946275E+00;-
-5.061691E+04;-4.539906E+02;+
+5.636759E-00;-6.990012E+04;-
+8.702897E-01;+8.645169E+01;-
+7.580562E-00;+2.937980E-01;+
-6.836298E-01;+6.688405E-04;-
-1.328309E-05;-3.413496E-02;-
-8.986297E+03;-7.885195E+03;+
-6.653678E+01;-4.670490E-01;+
-4.103940E+04;-2.437884E+01;-
+2.209455E+04;-5.798385E-01;-
+5.917891E+01;+7.422105E-03;-
-8.068143E+04;-5.922901E-05;-
+4.445324E+01;-1.360411E-00;+
+5.004491E+03;+5.888743E+01;+
+3.031837E-04;-2.615906E+00;+
-3.910865E-05;-4.694399E-00;-
+6.903599E+02;-5.957058E-01;-
-5.657916E-03;-8.782477E-02;+
+8.575250E+05;-6.163406E-05;-
-2.499617E-04;+5.932796E+01;+
+1.335734E+05;+8.787156E+05;+
+8.430640E+04;+6.643058E+01;-
-2.353156E+03;-4.292929E-03;+
+5.350654E-03;-2.526513E-01;+
-4.875013E-01;-8.378966E-03;+
-2.850246E-04;-6.375067E-04;-
-8.076400E+02;-4.735390E-01;+
-8.096291E-01;+6.978070E+04;+
+7.172161E+01;-3.094303E+01;+
-4.206059E+04;+7.582112E-04;-
+2.684673E-03;-1.744798E+01;-
-1.460845E+00;+2.429463E-02;-
-5.543913E-04;-2.975486E+03;+
-8.188423E+02;+1.615668E+05;+
-5.050566E+00;+2.092270E+01;-
-7.450993E+03;+5.223107E-02;+
-4.092115E+03;+1.499592E+05;+
+5.829978E+03;-2.449957E+05;-
+4.000748E-05;-4.232657E+05;+
+1.159422E-03;+1.555114E+05;-
-6.797061E+00;+7.023277E+04;+
+8.281875E+03;+5.793779E+02;-
+5.230632E+04;-6.618934E+02;+
+1.583700E+01;+8.429417E-01;-
+7.761870E-04;+4.229549E+03;-
-7.360749E-04;-8.075193E-05;+
-6.996943E+04;+1.664251E+00;+
+3.502200E-00;+4.137133E+04;-
-8.252017E-02;+7.887071E-02;+
+4.796704E-02;-8.121481E+04;-
+4.097918E-00;-1.583650E-03;+
+2.124086E-00;+6.991210E-05;+
-1.407699E+03;-8.719043E-04;+
-8.097376E+00;-5.832016E+03;-
-1.575304E-05;-1.267854E+01;+
+3.729386E+05;-8.099646E+00;-
-4.750175E+01;+7.538683E+01;+
+6.702885E+05;+7.152887E+02;-
+6.390683E-05;-3.990285E-01;+
+1.558369E-03;+7.544332E+04;+
-5.023214E+01;+1.507924E+02;+
-1.713667E-04;+2.473017E+00;+
+3.443967E+02;-1.269008E+00;+
+3.144857E+01;+7.215892E-01;+
+1.708612E+03;-4.571062E+04;+
-8.742579E-01;-7.425046E+04;-
+2.459180E+05;+6.920593E+00;-
-5.019151E-00;-2.228380E-05;+
+5.543207E+05;-7.565659E+02;-
-1.876299E+04;+5.894655E+01;+
+8.311467E+02;+7.942565E-05;-
-5.154424E-00;+4.477495E-01;-
-5.577872E-05;+5.630275E-01;+
+6.213718E+02;+4.919187E-00;-
-3.139356E+01;+1.734993E+02;+
+7.211160E+02;-1.024979E+04;-
+5.269744E-05;-4.664562E+05;-
+7.025719E+00;+4.572674E+01;-
+8.848556E-02;-1.635203E+01;+
-7.232951E-04;-2.158733E-05;+
-8.185088E+05;-8.606183E-04;-
-1.800181E+05;+7.520935E+05;+
+8.270844E+03;-1.795007E+01;-
-3.846725E-00;+8.660079E-02;+
+1.137678E+05;+5.575009E+03;+
+2.207270E-00;+1.060343E-05;+
-8.352553E-01;+3.568988E+01;-
-5.832609E-01;+8.930827E+01;-
-8.789146E+05;-1.627827E+04;+
+4.521403E+01;+8.926073E+02;+
-1.674345E-04;+6.233091E-03;-
+6.116815E+04;+5.955507E+01;+
+4.500343E-01;-2.132962E+05;+
-2.273959E+03;+4.344737E-02;-
+3.341365E+00;+1.555367E+01;-
+2.126564E-05;+6.199518E+05;+
-7.461292E+04;-8.907902E+05;+
-2.550673E+03;-4.639055E-03;-
-6.848681E+00;-2.257396E+04;-
-8.030814E-04;-1.719276E+02;-
-5.410688E-04;-6.474713E-02;+
-3.112338E+05;-6.936881E+01;-
+4.404754E+01;+8.029123E-02;+
-6.651803E+00;-2.048094E-00;-
-3.479029E-00;-8.737985E+04;+
-3.972468E+00;+6.691270E-01;-
-8.309036E-02;-8.980304E-03;-
+2.736183E-03;-7.485522E-00;-
-6.436968E-00;+1.480333E-00;+
-5.473667E-05;-3.969730E-02;+
-7.614532E+02;-8.257973E-01;+
+2.147189E+03;+6.756330E-02;+
-2.629965E-01;+8.662672E-04;+
+7.267673E+02;-1.306000E-04;-
+6.757142E+03;-2.703713E-03;-
+1.015716E+05;-6.360909E+04;+
+8.771608E-03;+1.780971E+05;-
+7.651602E-05;-4.055096E+00;-
+4.091999E+02;-5.104578E-04;-
+6.266138E-00;-5.097633E-05;-
+6.165293E+05;+8.726923E-00;+
+4.931528E-03;-1.479762E+03;-
+4.901460E+03;+7.535220E-00;-
+3.822492E-01;-4.220075E+05;-
-8.678852E-00;-8.611583E-03;-
+5.382295E-04;-3.817441E+00;+
+5.901814E+00;+7.370729E-03;-
-1.514124E+00;+4.489198E-05;-
+8.293364E+00;-2.770581E+01;+
-4.216480E-00;-5.877997E-01;+
+7.813117E-03;-4.706940E-01;+
+4.124008E+05;-7.038261E-03;-
-2.158674E-03;+3.602375E+05;+
+6.904808E-03;-4.381843E+05;+
-3.650273E-03;-3.001316E+02;+
-4.324373E-02;+1.810568E+02;-
+8.138803E+05;-5.480351E-01;+
-5.303537E+04;-8.525459E+02;-
-7.555300E-05;+1.605304E-00;+
+6.456067E+01;+8.501661E+03;+
+6.302729E-00;+3.023888E+03;-
+4.918635E+04;+8.540250E+05;-
+5.015353E-05;-3.748580E-00;-
-7.927838E-03;-6.118430E+00;+
+6.100050E-00;-6.396344E+01;-
+6.775527E-01;+2.164592E+02;+
-1.172924E-04;-8.287173E+04;-
+8.666961E+04;+8.462469E-02;+
+7.043633E+03;+4.710984E-05;+
-8.347326E+01;+8.763550E-00;-
+2.159104E-00;+5.266654E-04;-
+2.158041E-00;+4.081328E+05;+
-7.483938E-01;+3.048987E-01;+
+3.474270E-05;+7.551703E+04;-
-2.092281E+04;+3.760131E+05;+
-4.530608E+01;-6.413846E+04;-
-3.482221E-04;-7.205544E+01;-
+8.487792E+04;-8.013435E-00;-
+1.387883E-05;-2.283831E-01;-
+3.143137E-04;+8.592253E+05;+
+1.069127E+05;-7.298876E+04;-
-4.230975E+04;+3.491608E+03;-
+8.497324E-02;-4.142312E-04;-
-6.766553E+00;-2.981522E+04;+
+8.312561E-02;+8.954150E+02;-
+3.160191E-03;+7.204735E+05;+
-1.461762E-05;+2.996838E+01;+
+6.763361E+04;-2.897125E-04;+
